Work ID,Title,rKTsNumber,Title with diacritics,Author name (not needed for works with rKTs ID),Author RID (idem),BDRC Topic ID (idem),URL,Hyperlink-ID,Input by,Based on,Version Notes (if any)
IE0GR0139,Mekhala-Dharani,K766,Mekhalā dhāraṇī,,,,gretil/1_sanskr/4_rellit/buddh/mekhdh_u.htm,#MekhalaDh,Klaus Wille (Göttingen),"the edition by Ch. Tripathi. ""Gilgit Blätter der Mekhalā-dhāraṇī"", in: Studien zur Indologie und Iranistik 7 (1981), pp. 153-161.",
IE0GR0140,Mrtyuvancanasitatarasadhana,T2317,Mṛtyuvañcanasitatārāsādhana,,,,gretil/1_sanskr/4_rellit/buddh/mrtvstsu.htm,#MrtvSitSadh,Johannes Schneider,"the ed. by Johannes Schneider: Vāgīśvarakīrtis Mṛtyuvañcanopadeśa, eine buddhistische Lehrschrift zur Abwehr des Todes. Wien : Verlag der Österreichischen Akademie der Wissenschaften 2010. (Beiträge zur Kultur- und Geistesgeschichte Asiens ; 66) (Denkschriften der philosophisch-historischen Klasse ; 394) ISBN 978-3-7001-6722-8 p. 228",
IE0GR0141,Mrtyuvancanatarasadhana,T2316,Mṛtyuvañcanatārāsādhana,,,,gretil/1_sanskr/4_rellit/buddh/mrtvts_u.htm,#MrtvTarSadh,Johannes Schneider,"the ed. by Johannes Schneider: Vāgīśvarakīrtis Mṛtyuvañcanopadeśa, eine buddhistische Lehrschrift zur Abwehr des Todes. Wien : Verlag der Österreichischen Akademie der Wissenschaften 2010. (Beiträge zur Kultur- und Geistesgeschichte Asiens ; 66) (Denkschriften der philosophisch-historischen Klasse ; 394) ISBN 978-3-7001-6722-8 p. 225",
IE0GR0142,Mrtyuvancanopadesatarasadhana,T2325,Mṛtyuvañcanopadeśatārāsādhana,,,,gretil/1_sanskr/4_rellit/buddh/mrtvutsu.htm,#MrtvUTarSadh,Johannes Schneider,"the ed. by Johannes Schneider: Vāgīśvarakīrtis Mṛtyuvañcanopadeśa, eine buddhistische Lehrschrift zur Abwehr des Todes. Wien : Verlag der Österreichischen Akademie der Wissenschaften 2010. (Beiträge zur Kultur- und Geistesgeschichte Asiens ; 66) (Denkschriften der philosophisch-historischen Klasse ; 394) ISBN 978-3-7001-6722-8 p. 235",
IE0GR0143,"Nagaropamasutra, transliteration",,Nagaropama sūtra [Saṃyuktāgama],,,,gretil/1_sanskr/4_rellit/buddh/nagsu_tu.htm,#NagSu,Klaus Wille,"the ed. by G. Bongard-Levin, D. Boucher, T. Fukita, K. Wille: ""The Nagaropamasūtra: An Apotropaic Text from the Saṃyuktāgama. A Transliteration, Reconstruction, and Translation of the Central Asian Sanskrit Manuscripts"", Sanskrit-Texte aus dem buddhistischen Kanon: Neuentdeckungen und Neueditionen III, Göttingen 1996 (Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden, Beiheft 6), pp. 7-131. = NagSū",Transliteration (extended markup and character set)
IE0GR0144,"Nagaropamasutra, plain text",,Nagaropama sūtra [Saṃyuktāgama],,,,gretil/1_sanskr/4_rellit/buddh/nagsu_pu.htm,#NagSu,Klaus Wille,"the ed. by G. Bongard-Levin, D. Boucher, T. Fukita, K. Wille: ""The Nagaropamasūtra: An Apotropaic Text from the Saṃyuktāgama. A Transliteration, Reconstruction, and Translation of the Central Asian Sanskrit Manuscripts"", Sanskrit-Texte aus dem buddhistischen Kanon: Neuentdeckungen und Neueditionen III, Göttingen 1996 (Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden, Beiheft 6), pp. 7-131. = NagSū",Plain text
IE0GR0145,"Nagnajit: Citralaksana, Plain text version",T3926,Citralakṣaṇa,Nagnajit,P0ER0031,,gretil/1_sanskr/4_rellit/buddh/nagcitpu.htm,#NagCit,members of the Sanskrit Buddhist Input Project,"the ed. by Asoke Chatterjee Sastri: The Citralakṣaṇa : An Old Text of Indian Art,  Sanskrit, Tibetan and English Version. Calcutta 1987 (Bibliotheca Indica Series, 315)",Plain text version
IE0GR0146,"Nagnajit: Citralaksana, Text with pada markers",T3926,Citralakṣaṇa,Nagnajit,P0ER0031,,gretil/1_sanskr/4_rellit/buddh/nagcitau.htm,#NagCit,members of the Sanskrit Buddhist Input Project,"the ed. by Asoke Chatterjee Sastri: The Citralakṣaṇa : An Old Text of Indian Art,  Sanskrit, Tibetan and English Version. Calcutta 1987 (Bibliotheca Indica Series, 315)",Text with pada markers
IE0GR0147,"Nagnajit: Citralaksana, Pada index",T3926,Citralakṣaṇa,Nagnajit,P0ER0031,,gretil/1_sanskr/4_rellit/buddh/nagcitiu.htm,#NagCit,members of the Sanskrit Buddhist Input Project,"the ed. by Asoke Chatterjee Sastri: The Citralakṣaṇa : An Old Text of Indian Art,  Sanskrit, Tibetan and English Version. Calcutta 1987 (Bibliotheca Indica Series, 315)",Pada index
IE0GR0148,Nairatmyapariprcchamahayanasutra,K173,Nairātmyaparipṛcchā sūtra,,,,gretil/1_sanskr/4_rellit/buddh/bsu025_u.htm,#DSBC_Su025,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya in: Mahayana-sutra-samgrahah, Part 1. Darbhanga: The Mithila Institute 1961 (Buddhist Sanskrit Texts, 17)",
IE0GR0149,Namaskaraikavimsatistotra,K438,Namastāre-ekaviṃśatistotraguṇasahita,,,,gretil/1_sanskr/4_rellit/buddh/namekvsu.htm,#Namask21st,Klaus Wille.,"the edition by Godefroy de Blonay: Matériaux pour servir à l'histoire de la déesse Tāra, Paris 1895 (Bibliothèque de l'École des Hautes Études, 107), pp. 58-60.",
IE0GR0150,Nidanasamyukta,,Nidānasaṃyukta,,,,gretil/1_sanskr/4_rellit/buddh/nidansyu.htm,#Nidsa,"Seishi Karashima (Tokyo, Japan)","the edition by C. Tripāṭhī: Fünfundzwanzig Sūtras des Nidānasaṃyukta. Berlin 1962 (Sanskrittexte aus den Turfanfunden, VIII).",
IE0GR0151,Nityakarmapujavidhi,,Nityakarmapūjāvidhi,,,,gretil/1_sanskr/4_rellit/buddh/nitkarpu.htm,#Nityakpv,members of the Sanskrit Buddhist Input Project,"the ed. by Ngawang Samten & J. Pandey: Nityakarmapūjāvidhiḥ in: Dhīḥ Journal of rare Buddhist Texts Research, Unit 33 (2002), p. 155-166.",
IE0GR0152,Pamsupradana-Avadana,,Pāṃśupradāna avadāna,,,,gretil/1_sanskr/4_rellit/buddh/pamsuavu.htm,#PamsupraAv,Klaus Wille (22.07.12),"Facsimiles in: Gilgit Buddhist Manuscripts (Facsimile Edition), ed. by Raghu Vira and Lokesh Chandra, 10 pts., New Delhi 1959-1974 (Śata-Piṭaka Series 10). [revised and enlarged compact edition, 3 vols., Delhi 1995 (Bibliotheca Indo-Buddhica Series, 150-152)].",
IE0GR0153,Pancavimsatisahasrika Prajnaparamita,K9,Pañcaviṃśatisāhasrikā Prajñāpāramitā,,,,gretil/1_sanskr/4_rellit/buddh/pspduttu.htm,#PvsPrp_Dutt,Kenta Suzuki and Koichi Takahashi (Tokyo),"the edition by Nalinaksha Dutt: Pañcaviṃśatisāhasrikā Prajñāpāramitā. Calcutta 1934 (Calcutta Oriental Series, 28). = PSP1",floating text
IE0GR0154,Pancavimsatisahasrika Prajnaparamita,K9,Pañcaviṃśatisāhasrikā Prajñāpāramitā,,,,gretil/1_sanskr/4_rellit/buddh/pspdut2u.htm,#PvsPrp_Dutt,Kenta Suzuki and Koichi Takahashi (Tokyo),"the edition by Nalinaksha Dutt: Pañcaviṃśatisāhasrikā Prajñāpāramitā, Calcutta 1934 (Calcutta Oriental Series, 28). = PSP1",line-by-line
IE0GR0155,Pañcaviṃśatisāhasrikā Prajñāpāramitā I,K9,Pañcaviṃśatisāhasrikā Prajñāpāramitā,,,,gretil/1_sanskr/4_rellit/buddh/psp_1u.htm,#PvsPrp,"Klaus Wille, Göttingen (April 2010)","the edition by Takayasu Kimura: - Pañcaviṃśatisāhasrikā Prajñāpāramitā I-1, Tokyo: Sankibo Busshorin 2007. = PvsP1-1 - Pañcaviṃśatisāhasrikā Prajñāpāramitā I-2, Tokyo: Sankibo Busshorin 2009. = PvsP1-2",Part 1
IE0GR0156,"Pancavimsatisahasrika Prajnaparamita, II-III",K9,Pañcaviṃśatisāhasrikā Prajñāpāramitā,,,,gretil/1_sanskr/4_rellit/buddh/psp_2-3u.htm,#PvsPrp,"Klaus Wille, Göttingen (December 2006)",the edition by Takayasu Kimura: Pañcaviṃśatisāhasrikā Prajñāpāramitā II-III. Tokyo : Sankibo Busshorin 1986.,Parts 2 and 3
IE0GR0157,"Pancavimsatisahasrika Prajnaparamita, IV",K9,Pañcaviṃśatisāhasrikā Prajñāpāramitā,,,,gretil/1_sanskr/4_rellit/buddh/psp_4u.htm,#PvsPrp,"Klaus Wille, Göttingen (December 2006)",the edition by Takayasu Kimura: Pañcaviṃśatisāhasrikā Prajñāpāramitā IV.  Tokyo : Sankibo Busshorin 1990.,Part 4
IE0GR0158,"Pancavimsatisahasrika Prajnaparamita, V",K9,Pañcaviṃśatisāhasrikā Prajñāpāramitā,,,,gretil/1_sanskr/4_rellit/buddh/psp_5u.htm,#PvsPrp,"Klaus Wille, Göttingen (January 2007)",the edition by Takayasu Kimura: Pañcaviṃśatisāhasrikā Prajñāpāramitā V. Tokyo : Sankibo Busshorin 1992.,Part 5
IE0GR0159,"Pancavimsatisahasrika Prajnaparamita, VI-VIII",K9,Pañcaviṃśatisāhasrikā Prajñāpāramitā,,,,gretil/1_sanskr/4_rellit/buddh/psp_6-8u.htm,#PvsPrp,"Klaus Wille, Göttingen (January 2007)",the edition by Takayasu Kimura: Pañcaviṃśatisāhasrikā Prajñāpāramitā VI-VIII. Tokyo : Sankibo Busshorin 2006.,Parts 6-8
IE0GR0160,Pancavimsatisahasrika Prajnaparamita,K9,Pañcaviṃśatisāhasrikā Prajñāpāramitā,,,,gretil/1_sanskr/4_rellit/buddh/pvspl_u.htm,#PvsPrp_Anur,"Klaus Wille (Göttingen, Germany)","the edition by Oskar von Hinüber: ""Sieben Goldblätter einer Pañcaviṃśatisāhasrikā Prajñāpāramitā aus Anurādhapura"", Nachrichten der Akademie der Wissenschaften in Göttingen, Phil.-Hist.Kl. 1983, pp. 189-207.",
IE0GR0161,Pandulohitakavastu,K1-11,Pāṇḍulohitakavastu,,,,gretil/1_sanskr/4_rellit/buddh/vinv11_u.htm,#Vinv11,"Klaus Wille (Göttingen, Germany)","the edition by Nobuyuki Yamagiwa: Das Pāṇḍulohitakavastu, Über die verschiedenen Verfahrensweisen der Bestrafung in der buddhistischen Gemeinde, Neuausgabe der Sanskrit-Handschrift aus Gilgit, tibetischer Text und deutsche Übersetzung, Marburg 2001 (Indica et Tibetica, 41).",
IE0GR0162,Parivasikavastu of the Vinayavastvagama of the Mulasarvastivadin,K1-13,Pārivāsikavastu,,,,gretil/1_sanskr/4_rellit/buddh/vinv13_u.htm,#Vinv13,"Klaus Wille, Göttingen","the edition by N. Dutt: Gilgit Manuscript, vol. III: Mūlasarvāstivādavinayavastu, part 3 (Srinagar 1943), pp. 89-103: Pārivāsikavastu (second edition: Delhi 1984).",
IE0GR0163,Posadhasthapanavastu of the Vinayavastvagama of the Mulasarvastivadin,K1-14,Poṣadhasthāpanavastu,,,,gretil/1_sanskr/4_rellit/buddh/vinv14_u.htm,#Vinv14,"Klaus Wille, Göttingen","the edition by N. Dutt: Gilgit Manuscript, vol. III: Mūlasarvāstivādavinayavastu, part 3 (Srinagar 1943), pp. 105-117:  Poṣadhasthāpanavastu (second edition: Delhi 1984).",
IE0GR0164,Posadhavastu,K1-2,Poṣadhavastu,,,,gretil/1_sanskr/4_rellit/buddh/vinv02_u.htm,#Vinv02,"K. Wille (Göttingen, Germany)","the edition by Hai-yan Hu-von Hinüber: Posadhavastu, Vorschriften für die buddhistische Beichtfeier im Vinaya der Mulasarvastivadins, Reinbek 1994 (Studien zur Indologie und Iranistik, Monographie 13). = Poṣ-v",
IE0GR0165,Prajnaparamitahrdayasutra,K529,Prajñāpāramitāhṛdaya sūtra,,,,gretil/1_sanskr/4_rellit/buddh/prajnhsu.htm,#Prajnhs,<not_specified>,<not_specified>,
IE0GR0166,Prajnaparamitahrdayasutra [samksiptamatrka],K529,Prajñāpāramitāhṛdaya sūtra,,,,gretil/1_sanskr/4_rellit/buddh/bsu054_u.htm,#DSBC_Su054,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya in: Mahayana-sutra-samgrahah, Part 1. Darbhanga: The Mithila Institute 1961 (Buddhist Sanskrit Texts, 17)",
IE0GR0167,Prajnaparamitahrdayasutra [vistaramatrka],K529,Prajñāpāramitāhṛdaya sūtra,,,,gretil/1_sanskr/4_rellit/buddh/bsu053_u.htm,#DSBC_Su053,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya in: Mahayana-sutra-samgrahah, Part 1. Darbhanga: The Mithila Institute 1961 (Buddhist Sanskrit Texts, 17)",
IE0GR0168,Fragments of Prajnaparamita texts,,Fragments of Prajnāpāramitā texts@en,,,,gretil/1_sanskr/4_rellit/buddh/ppfrag_u.htm,#PrajnPar_Fragm,"Klaus Wille (Göttingen, Germany)",<not_specified>,
IE0GR0169,Pratimoksasutra,K2,Prātimokṣa sūtra,,,,gretil/1_sanskr/4_rellit/buddh/prmosu_u.htm,#Prmosu,Georg von Simson,"the ed. by Georg von Simson: Pratimoksasutra der Sarvastivadins, Teil 1, Göttingen 1986 (Sanskrittexte aus den Turfanfunden, 11); Teil 2, Göttingen 2000.",
IE0GR0170,Pratimoksasutram of the Lokottaravadimahasanghika,K2,Prātimokṣa sūtra,,,,gretil/1_sanskr/4_rellit/buddh/prmosulu.htm,#PrMoSuL,"Klaus Wille, Göttingen","the ed. by N. Tatia: Pratimoksasutram of the Lokottaravadimahasanghika School. Patna 1976 (Tibetan Sanskrit Works Series, 16)",
IE0GR0171,Pratimoksasutram of the Mahasamghikas,K2,Prātimokṣa sūtra,,,,gretil/1_sanskr/4_rellit/buddh/bsu046_u.htm,#DSBC_Su046,members of the Sanskrit Buddhist Input Project,the ed. by W. Pachow and R. Mishra: The Prātimokṣa-Sūtra of the Mahāsāṅghikās. Allahabad 1956.,
IE0GR0172,Pratimoksasutra of the Mulasarvastivadins,K2,Prātimokṣa sūtra,,,,gretil/1_sanskr/4_rellit/buddh/prmosubu.htm,#PrMoSu_Mul,"Klaus Wille, Göttingen","the ed. Anukul Chandra Banerjee: Prātimokṣa-sūtra (Mūlasarvāstivāda), Calcutta 1954. [First published in IHQ 29 (1953), pp. 162-174.]",
IE0GR0173,Pratimoksasutra (fragments),K2,Prātimokṣa sūtra,,,,gretil/1_sanskr/4_rellit/buddh/prmosufu.htm,#PrMoSu_Frag,Klaus Wille (Göttingen),"Lokesh Chandra, ""Unpublished Fragment of the Prātimokṣa-Sūtra"", Wiener Zeitschrift für die Kunde des Morgenlandes 4 (1960), pp. 1-13. =  GBM 1-16",
IE0GR0174,Pratisarakalpadharani,,Pratisarākalpadhāraṇī,,,,gretil/1_sanskr/4_rellit/buddh/psarkdhu.htm,#Pratisarakdh,Klaus Wille (Göttingen),<not_specified>,
IE0GR0175,Pratityasamutpadadivibhanganirdesasutra,K211,Pratītyasamutpādādivibhaṅganirdeśa sūtra,,,,gretil/1_sanskr/4_rellit/buddh/bsu027_u.htm,#DSBC_Su027,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya in: Mahayana-sutra-samgrahah, Part 1. Darbhanga: The Mithila Institute 1961 (Buddhist Sanskrit Texts, 17)",
IE0GR0176,Pratityasamutpadamahayanasutra,K212,Pratītyasamutpāda mahāyāna sūtra,,,,gretil/1_sanskr/4_rellit/buddh/bsu026_u.htm,#DSBC_Su026,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya in: Mahayana-sutra-samgrahah, Part 1. Darbhanga: The Mithila Institute 1961 (Buddhist Sanskrit Texts, 17)",
IE0GR0177,Pravaranavastu,K1-3,Pravāraṇāvastu,,,,gretil/1_sanskr/4_rellit/buddh/vinv03_u.htm,#Vinv03,"Jin-il Chung & Klaus Wille (Göttingen, Germany)","the edition by Jin-il Chung, Die Pravāraṇā in den kanonischen Vinaya-Texten der Mūlasarvāstivādin und der Sarvāstivādin, Göttingen 1998 (Sanskrit-Wörterbuch der buddhistischen Texte aus den Turfan-Funden, Beiheft 7). = Pravā-v",
IE0GR0178,Pravrajyavastu,K1-1 ,Pravrajyāvastu,,,,gretil/1_sanskr/4_rellit/buddh/vinv01_u.htm,#Vinv01,"K. Wille (Göttingen, Germany)","the edition by Vogel/Wille: Pravr-v I (foll. 7-12) = C. Vogel, K. Wille: ""Some Hitherto Unidentified Fragments of the Pravrajyāvastu Portion of the Vinayavastu Manuscript Found Near Gilgit"", NAWG 1984, pp. 297Ō337.",
IE0GR0179,Pudgalavastu of the Vinayavastvagama of the Mulasarvastivadin,K1-12,Pudgalavastu,,,,gretil/1_sanskr/4_rellit/buddh/vinv12_u.htm,#Vinv12,"Klaus Wille, Göttingen","the edition by N. Dutt: Gilgit Manuscript, vol. III: Mūlasarvāstivādavinayavastu,  part 3 (Srinagar 1943), pp. 59-88: Pudgalavastu (second edition: Delhi 1984).",
IE0GR0180,Rahulabhadra: Prajnaparamitastotra,T18,Prajñāpāramitāstotra,Rāhulabhadra,P3374,,gretil/1_sanskr/4_rellit/buddh/rahppspu.htm,#RahPps,Lennart and Jens-Uwe Hartmann (27.02.2006),"the edition in: Michael Hahn: ""Bemerkungen zu zwei Texten aus dem Phudrag-Kanjur"", Indology and Indo-Tibetology. Thirty Years of Indian and Indo-Tibetan Studies in Bonn, ed. by H. Eimer, Bonn 1988 (Indica et Tibetica 13), S. 53-80.",Plain text
IE0GR0181,Rahulabhadra: Prajnaparamitastotra,T18,Prajñāpāramitāstotra,Rāhulabhadra,P3374,,gretil/1_sanskr/4_rellit/buddh/rahppsau.htm,#RahPps,Lennart and Jens-Uwe Hartmann (27.02.2006),"the edition in: Michael Hahn: ""Bemerkungen zu zwei Texten aus dem Phudrag-Kanjur"", Indology and Indo-Tibetology. Thirty Years of Indian and Indo-Tibetan Studies in Bonn, ed. by H. Eimer, Bonn 1988 (Indica et Tibetica 13), S. 53-80.",Text with pada markers
IE0GR0182,Rahulabhadra: Prajnaparamitastotra (Pada index),T18,Prajñāpāramitāstotra,Rāhulabhadra,P3374,,gretil/1_sanskr/4_rellit/buddh/rahppsiu.htm,#RahPps,Lennart and Jens-Uwe Hartmann (27.02.2006),"the edition in: Michael Hahn: ""Bemerkungen zu zwei Texten aus dem Phudrag-Kanjur"", Indology and Indo-Tibetology. Thirty Years of Indian and Indo-Tibetan Studies in Bonn, ed. by H. Eimer, Bonn 1988 (Indica et Tibetica 13), S. 53-80.",Pada index
IE0GR0183,Rastrapalapariprccha,K62,Rāṣṭrapālaparipṛcchā,,,,gretil/1_sanskr/4_rellit/buddh/bsu029_u.htm,#DSBC_Su029,members of the Sanskrit Buddhist Input Project,"the edition by P.L. Vaidya, Mahayanasutrasangraha, Part I (Sutra No. 12). Darbhanga : The Mithila Institute, 1961, 120-160.",
IE0GR0184,Ratnagunasamcayagatha,T3137,Ratnaguṇasaṃcayagāthā,,,,gretil/1_sanskr/4_rellit/buddh/bsu028pu.htm,#DSBC_Su028,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya in: Mahayana-sutra-samgrahah, Part 1. Darbhanga: The Mithila Institute 1961 (Buddhist Sanskrit Texts, 17)",Plain text
IE0GR0185,Ratnagunasamcayagatha,T3137,Ratnaguṇasaṃcayagāthā,,,,gretil/1_sanskr/4_rellit/buddh/bsu028au.htm,#DSBC_Su028,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya in: Mahayana-sutra-samgrahah, Part 1. Darbhanga: The Mithila Institute 1961 (Buddhist Sanskrit Texts, 17)",Text with pada markers
IE0GR0186,Ratnagunasamcayagatha,T3137,Ratnaguṇasaṃcayagāthā,,,,gretil/1_sanskr/4_rellit/buddh/bsu028iu.htm,#DSBC_Su028,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya in: Mahayana-sutra-samgrahah, Part 1. Darbhanga: The Mithila Institute 1961 (Buddhist Sanskrit Texts, 17)",Pada index
IE0GR0187,Ratnakarasanti: Bhramaharanama Hevajrasadhana,?,Bhramaharanāma Hevajrasādhana,Ratnākaraśānti,P3210,,gretil/1_sanskr/4_rellit/buddh/rabhramu.htm,#RatBhram,Klaus Wille (Göttingen),"the ed. by Harunaga Isaacson, ""Ratnākaraśānti's Bhramaharanāma Hevajrasādhana: Critical Edition  (Studies in Ratnākaraśānti's tantric works III)"", Journal of the International College for Advanced Buddhist Studies 5 (March 2002), Akira Hirakawa Memorial Volume, pp. 151-176.",
IE0GR0188,Ratnakarasanti: Saratama,,Sāratamā [āryāṣṭasāhasrikāyāḥ prajñāpāramitāyāḥ sāratamākhyā pañjikā],Ratnākaraśānti,P3210,,gretil/1_sanskr/4_rellit/buddh/bsa051_u.htm,#DSBC_Sa051,members of the Sanskrit Buddhist Input Project,"the edition by Padmanabha S. Jaini: Sāratamā. A Pañjikā on the Aṣṭasāhasrikā Prajñāpāramitā Sūtra by Ratnākaraśānti. Patna : Kashi Prasad Jayaswal Research Institute, 1979. (Tibetan Sanskrit Works Series, 18).",
IE0GR0189,Ratnamālāvadāna,?,Ratnamālāvadāna,,,,gretil/1_sanskr/4_rellit/buddh/ratnml_u.htm,#Ratnmlav,Klaus Wille (Göttingen),"the edition by Kanga Takahata. Ratnamālāvadāna. A Garland of Precious Gems or a Collection of Edifying Tales, Told in a Metrical Form, Belonging to the Mahāyāna. Tokyo 1954 (Oriental Library Series D, 3). = Rm",
IE0GR0190,Sabhikasaugatasasanapravrajyavratacaranaparivarta,,Sabhikasaugataśāsanapravrajyāvratacaraṇaparivarta,,,,gretil/1_sanskr/4_rellit/buddh/sabhivpu.htm,#SabhikaVp,Klaus Wille (Göttingen),"the edition by Tilak Raj Chopra. ""BHS triyantara and Hindi teṃtara ḥ Notes on a Folk-belief in the Mahāvastu and Some Other Buddhist Sanskrit Texts (Supplement: Text of the Sabhika-Parivarta, edited for the First Time from Manuscripts)"". In: Frank-Richard Hamm Memorial Volume, October 8, 1990, ed. H. Eimer. Bonn 1990 (Indica et Tibetica, 21), pp. 19-46.",
IE0GR0191,Saddharmalankavatarasutra,K107,Saddharmalaṅkāvatāra sūtra [Laṅkāvatāra sūtra],,,,gretil/1_sanskr/4_rellit/buddh/bsu021_u.htm,#DSBC_Su021,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya, Darbhanga: The Mithila Institute, 1963, (Buddhist Sanskrit Texts, 3)",
IE0GR0192,Saddharmapundarikasutra,K113,Saddharmapuṇḍarīka sūtra,,,,gretil/1_sanskr/4_rellit/buddh/bsu036_u.htm,#DSBC_Su036,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya, Darbhanga : The Mithila Institute, 1960 (Buddhist Sanskrit Texts, 6)",
IE0GR0193,Sagaranagarajapariprccha nama Mahayanasutra,K153,Sāgaranāgarājaparipṛcchā Nāma Mahāyāna sūtram,,,,gretil/1_sanskr/4_rellit/buddh/bsu038_u.htm,#DSBC_Su038,members of the Sanskrit Buddhist Input Project,<not_specified>,
IE0GR0194,Salistambasutra,K210,Śālistamba sūtra,,,,gretil/1_sanskr/4_rellit/buddh/bsu031_u.htm,#DSBC_Su031,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya in: Mahayana-sutra-samgrahah, Part 1. Darbhanga: The Mithila Institute 1961 (Buddhist Sanskrit Texts, 17)",
IE0GR0195,Samadhirajasutra,K127,Samādhirāja sūtra,,,,gretil/1_sanskr/4_rellit/buddh/bsu034_u.htm,#DSBC_Su034,members of the Sanskrit Buddhist Input Project,"the edition by P.L. Vaidya,  Darbhanga: The Mithila Institute, 1961 (Buddhist Sanskrit Texts, 2.)",
IE0GR0196,Samadhirajasutra (transliteration of Gilgit ms.),K127,Samādhirāja sūtra,,,,gretil/1_sanskr/4_rellit/buddh/srajsgiu.htm,#SamadhirGil,Kazuhiro Shimizu,<not_specified>,
IE0GR0197,Samghatasutra,,Saṃghāṭa Sūtra,,,,gretil/1_sanskr/4_rellit/buddh/bsu045_u.htm,#DSBC_Su045,Digital Sanskrit Buddhist Canon Project,<not_specified>,
IE0GR0198,Samghatasutra (alternative version),,Saṃghāṭa sūtra,,,,gretil/1_sanskr/4_rellit/buddh/samghscu.htm,#Samghsut,Anne Peters und Klaus Wille (Göttingen),"the edition by Giotto Canevascini: The Khotanese Saṅghāṭasūtra. Wiesbaden: Dr. Ludwig Reichert Verlag, 1993 (Beiträge zur Iranistik, 14).",
IE0GR0199,Samyaksambuddhabhasitam Pratimalaksanam,"T3649, T3650",Samyaksambuddhabhāṣitaṃ pratimālakṣaṇam,,,,gretil/1_sanskr/4_rellit/buddh/bsu059_u.htm,#DSBC_Su059,members of the Sanskrit Buddhist Input Project,"the edition by Ngawang Samten and Janardan Pandey in: Dhih Journal, 35 (2003), 117-136. Sarnath: Central Institute of Higher Tibetan Studies.",
IE0GR0200,Samyuktagama (966-972 according to the Chinese canon),,Saṃyuktāgama,,,,gretil/1_sanskr/4_rellit/buddh/samyu_wu.htm,#Samyuktagama,"Klaus Wille, Göttingen (Germany)","the following editions: SĀ(Hos1) = N. Hosoda, ""Sanskrit Fragments from the Parivrājakasaṃyukta of the Saṃyuktāgama (I)"", Indian Philosophy and Buddhism, Essays in Honour of Professor Kotatsu Fujita, Kyḥto 1989. pp. 185-206.",
IE0GR0201,Sanghabhedavastu,K1-17,Saṅghabhedavastu,,,,gretil/1_sanskr/4_rellit/buddh/vinv171u.htm,#Vinv17,Seishi Karashima and Klaus Wille Not yet proof read (May 2000),"the ed. by R. Gnoli with the assistance of T. Venkatacharya: The Gilgit Manuscript of the Saṅghabhedavastu, Being the 17th and  Last Section of the Vinaya of the Mūlasarvāstivādin,  Roma 1977-78 (Serie Orientale Roma, 49).",Part 1
IE0GR0202,Sanghabhedavastu,K1-17,Saṅghabhedavastu,,,,gretil/1_sanskr/4_rellit/buddh/vinv172u.htm,#Vinv17,"Klaus Wille (Göttingen, Germany) Not yet proof read (May 2000)",<not_specified>,Part 2
IE0GR0203,Saptasatika prajnaparamita,K24,Saptaśatikā prajñāpāramitā,,,,gretil/1_sanskr/4_rellit/buddh/bsu052_u.htm,#DSBC_Su052,members of the Sanskrit Buddhist Input Project,"the ed. by P.L. Vaidya in: Mahayana-sutra-samgrahah, Part 1. Darbhanga: The Mithila Institute 1961 (Buddhist Sanskrit Texts, 17)",
IE0GR0204,Sardulakarnavadana [= Avadana 33 of the Divyavadana],K358,Śārdūlakarṇāvadāna [Divyāvadāna],,,,gretil/1_sanskr/4_rellit/buddh/divav33u.htm,#SardulkAv,Mitsue Sugita,"the edition by Mukhopadhyaya, Sujitkumar: The Sardulakarnavadana, Calcutta : The Visvabharati Publishing Department 1954",
IE0GR0205,Sarvadurgatiparisodhanatantra,"K483, K485",Sarvadurgatipariśodhana tantra,,,,gretil/1_sanskr/4_rellit/buddh/sdurst_u.htm,#Sdurst,"Klaus Wille (Göttingen, Germany)","the ed. by Tadeusz Skorupski: The Sarvadurgatiparisodhana Tantra,  Elimination of All Destinies, Sanskrit and Tibetan Texts with Introduction,  English Translation and Notes. Delhi 1983.",
IE0GR0206,Sarvajnatakaradharani,K112,Sarvajñatākāradhāraṇī [Karuṇāpuṇḍarīka],,,,gretil/1_sanskr/4_rellit/buddh/sjdh_u.htm,#Sjdh,Klaus Wille,"the ed. by Isshi Yamada. In: Karuṇāpuṇḍarīka, Vol. 2, part 2: Appendix. London : 1968, pp. 6-22.",
