0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
MS-ADD-01641,"A 17th-century paper manuscript of the Saṅgītatārodayacūḍāmaṇi, a work on music ascribed to Rāja Pratāpamalla (1641-1674), followed by a Vernacular work in 44 numbered verses and a Buddhist manual of devotion to various deities. The Saṅgītatārodayacūḍāmaṇi is ""in two parts, but some of the first part appears to be missing, unless it be represented by the 5 verses on the outside cover in a later hand, now almost illegible. The second part is (unlike the first) in numbered verses (110). It begins (p. 6) with a discussion of the tāla or musical time called caccapuṭa or cācapuṭa (Bendall 1883, 150)."" The colophon, mainly in Newari, at the end of the Saṅgītatārodayacūḍāmaṇi gives the year (783 Nepāla / 1683 CE), ""the day of writing as Sunday, and the scribe's name as Pūrṇacandra, reseident at the Dharmakīrti-vihāra, and father of 3 sons, Jayakalyāṇa, Jayakuçala, and Jayadh[a]rama (Bendall 1883, 150-151)."" After the three main texts, ""several other prayers, etc. are added, chiefly in the vernacular, or in Sanskrit (Bendall 1883, 151)"" by various different hands.","A 17th-century paper manuscript of the Saṅgītatārodayacūḍāmaṇi, a work on music ascribed to Rāja Pratāpamalla (1641-1674),","Saṅgītatārodayacūḍāmaṇi, Vernacular work, Buddhist manual of devotion to various deities@en",,,Saṅgītatārodayacūḍāmaṇi,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01641,paper,,,1000132,Nepal.,nepālākṣarā,,8,"21,3","5,5","16,5"
MS-OR-00725-00005,Two palm-leaf folios of an unidentified work.,Two palm-leaf folios of an unidentified work.,Unidentified fragment@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00725-00005,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-OR-00154,"A palm-leaf manuscript of the Vajrāvalī, also known as Vajrāvalī nāma Maṇḍalopāyikā is ""a ritual compendium compiled by the famous abbot of Vikramaśila monastery, Abhayākaragupta (late 11th–early 12th century CE). It is one of the largest works of tantric Buddhism that deals exhaustively with the various rituals and ceremonies to be performed within a monastic compound"" (Mori 2009: 1).","A palm-leaf manuscript of the Vajrāvalī, also known as Vajrāvalī nāma Maṇḍalopāyikā is ""a ritual compendium compiled by the",Vajrāvalī,T1960,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00154,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-ADD-01405,A paper manuscript of the Vasudhārāvratakathā (Caityapuṅgala).,A paper manuscript of the Vasudhārāvratakathā (Caityapuṅgala).,Vasudhārāvratakathā,,,Vasudhārāvratakathā,Caityapuṅgala,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01405,paper,,,1000132,Nepal.,nepālākṣarā,san,7,24,,
MS-OR-00131-00003,A palm-leaf manuscript of the Prasenajitaparipṛcchā and an unidentified work.,A palm-leaf manuscript of the Prasenajitaparipṛcchā and an unidentified work.,Prasenajitaparipṛcchā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00131-00003,palm_leaf,,,1000132,Nepal.,nepālākṣarā,,,,,
MS-ADD-01680-00013,A palm-leaf manuscript of the Buddhakapālatantra.,A palm-leaf manuscript of the Buddhakapālatantra.,Buddhakapālatantra,K424,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00013,palm_leaf,,,,,nepālākṣarā,san,5,30,,
MS-OR-00722-00014,"A badly damaged leaf, with the left side almost entirely torn off and the remaining portion badly scratched and faded, with a few readable words, including the invocations ""namo vairocanaṃ jinaṃ"" and, below, ""namo akṣobhyatathāgataṃ"", which point to a Buddhist Mahāyāna text.","A badly damaged leaf, with the left side almost entirely torn off and the remaining portion badly scratched and faded, with",Unidentified Mahāyāna fragment@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00722-00014,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-ADD-01680-00014-00001,"A palm-leaf fragment containing an unidentified Buddhist Tantric text. It begins with the first stanza of the Piṇḍīkramasādhana, traditionally attributed to Nāgārjuna , but composed between the 9th and 10th century. Originally, this text was thought to belong to the Pañcakrama corpus of Buddhist Tantric texts, but it is now regarded as a separate work. It deals with the ""steps of generation"" (utpattikrama): ""The system of practice of the Anuttarayogatantra s well known to consist of the 'steps of generation (utpattikrama, bskyed rim) and the 'steps of completion' (niṣpannakrama, rdzogs rim). [...] the Piṇḍīkramasādhana represents the utpattikrama, the Pañcakrama represents the niṣpannakrama. Both texts, as fundamental treatises of the Ārya school ('phags lugs) of the Guhyasamājatantra, are considered to have been composed around the 9th or 10th century A.D."" (Mimaki and Tomabechi 1994: ix). However the manuscript then continues with a different text than the one published in de la Vallée Poussin in 1896."," A palm-leaf fragment containing an unidentified Buddhist Tantric text. It begins with the first stanza of the Piṇḍīkramasādhana,",Buddhist Tantric Fragment (Piṇḍīkramasādhana?),,,,"Piṇḍīkramasādhana,Piṇḍīkṛtasādhana,Piṇḍīkrama,Piṇḍavidhi",https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00014-00001,corypha_palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,"4,3","27,9",2,"2,3"
MS-ADD-02195,A paper manuscript of the Lalitavistara.,A paper manuscript of the Lalitavistara.,Lalitavistara,K95,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-02195,paper,,,,,nepālākṣarā,san,"13,4",51,,
MS-ADD-01680-00005,"This Nepalese incomplete palm-leaf manuscript consists of one single folio containing part of the Maṇicūḍāvadāna (corresponding to the last sentence of ・ 21 and part of ・ 22 in Handurukande's edition). A complete diplomatic transcription of this fragment is provided in the section ""View more options.""",This Nepalese incomplete palm-leaf manuscript consists of one single folio containing part of the Maṇicūḍāvadāna (corresponding,Maṇicūḍāvadāna,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00005,corypha_palm_leaf,1301,1500,1000132,Nepal.,nepālākṣarā,san,5,32,,
MS-ADD-01653,A palm-leaf manuscript of the Tattvasaṅgraha.,A palm-leaf manuscript of the Tattvasaṅgraha.,Tattvasaṅgraha,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01653,palm_leaf,,,,,nepālākṣarā,san,4,31,,
MS-OR-00725-00002,"The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī, and Mahāśītavatī. The earliest evidence for texts grouped together as the ""Five Great Dhāraṇīs"" comes from Tibetan catalogues around 800 CE, but this compendium is somewhat different from the surviving Sanskrit collection, which is preserved in manuscripts dating back to the eleventh century. These scriptures include spells, enumerations of benefits and ritual instructions for use. With the course of time all of them became deified and five related goddesses emerged. It is, however, important to note that the texts themselves do not have any references to these goddesses. This manuscript consists of just a fragment of the right side of the second folio from the Mahāsāhasrapramardanī, probably to be dated to the 11th century (on paleographical grounds and on the basis of various features of the layout such as the marginal frame lines and the subdivision in sections; see, for comparison, MS Add. 1688)."," The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī,",Pañcarakṣā,T1946,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00725-00002,palm_leaf,1001,1100,1000132,Nepāl.,nepālākṣarā,san,"5,1",35,"3,5","14,5"
MS-OR-00713,"A palm-leaf manuscript containing the Bodhisattvapratimokṣasūtra, Upāliparipṛcchā, Bodhicittavivaraṇa.","A palm-leaf manuscript containing the Bodhisattvapratimokṣasūtra, Upāliparipṛcchā, Bodhicittavivaraṇa.","Bodhisattvapratimokṣasūtra, Upāliparipṛcchā, Bodhicittavivaraṇa",,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00713,palm_leaf,,,1000132,Nepal.,nepālākṣarā,,,,,
MS-ADD-01680-00008-00003,"This fragmentary palm-leaf manuscript of a Dhāraṇīsaṃgraha is part of a bundle of a few manuscripts (Add.1680.8), all seemingly composed of collections of dhāraṇīs. Three different manuscripts, all from around the 12th-13th century, have been tentatively identified on the basis of the (often deficient) foliation and of the layout (string hole in a square blank space, string hole in a column-like blank space or an alternation of the two). Further research might shed more light on the subdivision of the whole manuscript bundle. This identified manuscript has 29 folios. The first six folios are foliated by a modern hand in pencil with Arabic numerals, and are only tentatively attributed to the same manuscript as the following folios.","This fragmentary palm-leaf manuscript of a Dhāraṇīsaṃgraha is part of a bundle of a few manuscripts (Add.1680.8), all seemingly",Dhāraṇīsaṃgraha,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00008-00003,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,5,28,3,26
MS-ADD-01680-00003-00003,A palm-leaf manuscript of the Divyāvadāna.,A palm-leaf manuscript of the Divyāvadāna.,Divyāvadāna,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00003-00003,palm_leaf,,,,,nepālākṣarā,san,5,32,,
MS-ADD-01703,"The Vajrāvalī, also known as Vajrāvalī nāma Maṇḍalopāyikā is ""a ritual compendium compiled by the famous abbot of Vikramaśila monastery, Abhayākaragupta (late 11th–early 12th century CE). It is one of the largest works of tantric Buddhism that deals exhaustively with the various rituals and ceremonies to be performed within a monastic compound"" (Mori 2009: 1). According to the colophon, this manuscript was written in 1429 CE at Pātan in the famous Golden Monastery (hiraṇyavarṇavihāra) by the Buddhist monk Jivayībhadra, at the beginning of king Jayayakṣamalla 's reign (1428-1482 CE)."," The Vajrāvalī, also known as Vajrāvalī nāma Maṇḍalopāyikā is ""a ritual compendium compiled by the famous abbot of Vikramaśila",Vajrāvalī,T1960,,Vajrāvalī,Vajrāvalī nāma Maṇḍalopāyikā,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01703,palm_leaf,,,1000132,Nepāl,nepālākṣarā,san,,,,
MS-ADD-01691-00007,"A one-leaf fragment of a 15th-century manuscript of the Cāndravyākaraṇa by the Buddhist grammarian Candragomin, containing the sūtrapāṭha without any commentary. The surviving portion begins with the final portion of Cāndravyākaraṇa 5.2.34, na tyādivukopāntaṃ, and ends in the middle of 5.2.73, ṅyāpos tv anāmnor bahulam.","A one-leaf fragment of a 15th-century manuscript of the Cāndravyākaraṇa by the Buddhist grammarian Candragomin, containing",Cāndravyākaraṇa,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01691-00007,palm_leaf,1401,1500,1000132,Nepal.,nepālākṣarā,san,"4,3","20,6","3,2",18
MS-ADD-01701-00001,"The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī, and Mahāśītavatī. The earliest evidence for texts grouped together as the ""Five Great Dhāraṇīs"" comes from Tibetan catalogues around 800 CE, but this compendium is somewhat different from the surviving Sanskrit collection, which is preserved in manuscripts dating back to the eleventh century. These scriptures include spells, enumerations of benefits and ritual instructions for use. With the course of time all of them became deified and five related goddesses emerged. It is, however, important to note that the texts themselves do not have any references to these goddesses. According to the colophon (which is however written in a different hand than the rest of the manuscript), this palm leaf manuscript is dated 1389 CE under the reign of king Jayasthitimalla (1382-1395), and was ""[w]ritten at Patan in the Si Baha (ŚriVatsa-mahāviharā(!))"" (Petech 1984: 140). It is an important document for assessing the date of the foundation of this vihāra (Locke 1985 174). ""There is another date, probably of recitation, but nearly obliterated, inside the cover [leaf]"" (Bendall 1883: 191)"," The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī,",Pañcarakṣā,T1946,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01701-00001,palm_leaf,,,1000132,Nepāl,,san,5,34,3,28
MS-OR-00725-00001,One palm-leaf folio of an unidentified work.,One palm-leaf folio of an unidentified work.,Unidentified fragment@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00725-00001,palm_leaf,,,1000132,Nepal.,bengali,san,,,,
MS-ADD-01691-00001,"These are the first few folios of a seemingly multi-text palm-leaf manuscript most probably from the 12th century. The opening text is the little-known Hiraṇyasaptaka, a Buddhist ritualistic treatise which claims to belong to the vāriśāstra (?). It consist of sixteen parts with seven stanzas each, viz. nidāna-, jāti-, doṣa-, guṇa-, liṅga-, prārambha-, praṇāla-, pramāna-(sic!), droṇa-, khāta-, digvārā-, maṇḍala-, mantra-, kriyā-, ārāma- and phala-saptaka. The second text, of which only half a folio remains, has been identified by Bendall as the Khaḍgapūjāvidhi, a weapon worship manual (see Add.1706.1). ""The colophon itself is dated 311 NS, but a second subscription in Newari, probably referring to a recitation [...]"" is recorded in the manuscript. ""The date corresponds to February 10th, 1454 (Petech 1984: 173)"".",These are the first few folios of a seemingly multi-text palm-leaf manuscript most probably from the 12th century. The opening,"Hiraṇyasaptaka, Khaḍgapūjāvidhi",,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01691-00001,palm_leaf,,,1000132,Nepal.,,,"4,5","31,5","1,5","2,5"
MS-ADD-01680-00008-00002,"This fragmentary palm-leaf manuscript of a Dhāraṇīsaṃgraha is part of a bundle of a few manuscripts (Add.1680.8), all seemingly composed of collections of dhāraṇīs. Three different manuscripts, all from around the 12th-13th century, have been tentatively identified on the basis of the (often deficient) foliation and of the layout (string hole in a square blank space, string hole in a column-like blank space or an alternation of the two). Further research might shed more light on the subdivision of the whole manuscript bundle. This identified manuscript has only 2 folios, numbered as 9 and 11, and is characterized by square blank spaces for the string hole on one side and column-like blank spaces on the other.","This fragmentary palm-leaf manuscript of a Dhāraṇīsaṃgraha is part of a bundle of a few manuscripts (Add.1680.8), all seemingly",Dhāraṇīsaṃgraha,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00008-00002,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,5,35,3,6
MS-ADD-01691-00004,"A 15th-century palm-leaf manuscript of the Cāndravyākaraṇa by the Buddhist grammarian Candragomin, containing the sūtrapāṭha without any commentary. The initial folios are missing, and the surviving portion begins with what looks like the end of Cāndravyākaraṇa 1.4.12 (vido laṭo vā) in a slight modified form (the particle vā is missing); sūtras 13 and 14 as they are found in the printed editions are omitted, and the first complete sūtra is 1.4.15. The manuscript contains all six sections (adhyāyas) of Candragomin's grammar. One remarkable feature is its almost generalised use of a sign for the avagraha marking the elision of an initial short ""a"" in certain sandhi phenomena.","A 15th-century palm-leaf manuscript of the Cāndravyākaraṇa by the Buddhist grammarian Candragomin, containing the sūtrapāṭha",Cāndravyākaraṇa,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01691-00004,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,"4,5","31,9","2,8",28
MS-ADD-01680-00006,A palm-leaf manuscript of the Vasudhāraṇīkathā.,A palm-leaf manuscript of the Vasudhāraṇīkathā.,Vasudhāraṇīkathā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00006,palm_leaf,,,,,nepālākṣarā,san,5,32,,
MS-ADD-01417,A Nepalese paper manuscript of a Nāgapūjāvidhi.,A Nepalese paper manuscript of a Nāgapūjāvidhi.,Nāgapūjāvidhi,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01417,paper,,,1000132,Nepal.,nepālākṣarā,san,"9,4","17,5",,
MS-ADD-01471,A Nepalese paper manuscript of the Bhadracarīmahāpraṇidhānarāja.,A Nepalese paper manuscript of the Bhadracarīmahāpraṇidhānarāja.,Bhadracarīmahāpraṇidhānarāja,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01471,paper,,,1000132,Nepal.,nepālākṣarā,san,8,23,,
MS-ADD-01684-00001,A palm-leaf manuscript of the Saddharmapuṇḍarīka.,A palm-leaf manuscript of the Saddharmapuṇḍarīka.,Saddharmapuṇḍarīka,K113,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01684-00001,palm_leaf,,,,,nepālākṣarā,san,5,30,,
MS-ADD-01680-00014-00003,"A palm-leaf fragment consisting of one single folio, containing invocations to various Buddhas and Bodhisattvas. The first invocation occurs in a slightly modified form also in the Vasudhārādhāraṇī, and in fact the text preserved in this manuscript seems to be akin to it (see the Explicit)."," A palm-leaf fragment consisting of one single folio, containing invocations to various Buddhas and Bodhisattvas. The first",Fragment with Invocations to Buddhas and Bodhisattvas (Vasudhārādhāraṇī?)@en,,,,Vasudhārādhāraṇī,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00014-00003,corypha_palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-ADD-01383,"This Nepalese paper manuscript, written in Kathmandu by a certain Tailapati in 1834 in the mahāvihāra called Ratnaketu, contains the Yogāmbarasamādhipūjāpaddhati, a tantric ritual manual dedicated to Yogāmbara, an important deity of the Kathmandu Valley. He is a so-called 'lineage-deity' (degu/deguli), the focus of special devotion by several Newar monasteries, including the famous Golden Temple in Patan. Unlike other significant tantric deities, Yogāmbara does not have a central scripture of his own. His cult probably has its ancient origins in Eastern India.","This Nepalese paper manuscript, written in Kathmandu by a certain Tailapati in 1834 in the mahāvihāra called Ratnaketu, contains",Yogāmbarasamādhipūjāpaddhati,,,Yogāmbarasamādhipūjāpaddhati,Yogāmbaradeguli,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01383,paper,,,1083294,Kathmandu.,nepālākṣarā,san,"10,5","25,5",8,"21,5"
MS-ADD-01041,A paper manuscript of the Sphuṭārthā Abhidharmakoṣavyākhyā.,A paper manuscript of the Sphuṭārthā Abhidharmakoṣavyākhyā.,Sphuṭārthā Abhidharmakoṣavyākhyā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01041,paper,,,1000132,Nepal.,nepālākṣarā,san,9,35,,
MS-ADD-01697-00002,A palm-leaf manuscript of the Hevajratantra.,A palm-leaf manuscript of the Hevajratantra.,Hevajratantra,K417,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01697-00002,palm_leaf,,,,,bengali,san,5,28,,
MS-ADD-01680-00001,"A Nepalese palm-leaf manuscript of the Bhadracarīpraṇidhānarājā, dated 1068 CE, used by Watanabe for his edition (manuscript C). It contains the northern recension of the text (Watanabe 1912, 13-15)."," A Nepalese palm-leaf manuscript of the Bhadracarīpraṇidhānarājā, dated 1068 CE, used by Watanabe for his edition (manuscript",Bhadracarīpraṇidhāna,,,Bhadracarīpraṇidhāna,"Bhadracarīpraṇidhānarājā,Bhadracarīnāmāryasamantabhadrapraṇidhāna,Āryabhadracarīpraṇidhānarājā,Āryabhadracarīmahāpraṇidhānarājā,Āryasamantabhadracaryāpraṇidhānarājā,Bhadracarīpraṇidhānagāthā,Bhadracaryāgāthā",https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00001,corypha_palm_leaf,,,1000132,Nepal.,Nepālākṣarā,san,5,30,,
MS-ADD-01697-00001,A palm-leaf manuscript of the Kriyāsaṃgrahapañjikā.,A palm-leaf manuscript of the Kriyāsaṃgrahapañjikā.,Kriyāsaṃgrahapañjikā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01697-00001,palm_leaf,,,,,nepālākṣarā,san,5,31,,
MS-ADD-01355,"The Vasudhāradhāraṇī, dedicated to Vasudhārā, the bodhisattva of wealth, prosperity, and abundance (who has a strong following among the Newar Buddhists of the Kathmandu Valley), is taught by the Buddha in Kauśambī to the rich merchant and layman Sucandra. He has been reduced to poverty and so requests a sermon from the Lord so that he may provide for his own family and so that all beings may become prosperous. This scripture includes a dhāraṇī along with enumerations of benefits and ritual instructions for use. This palm-leaf manuscript is dated to 1576 CE, under the reign of ‏Sadāśiva Malla (1574-1583)."," The Vasudhāradhāraṇī, dedicated to Vasudhārā, the bodhisattva of wealth, prosperity, and abundance (who has a strong following",Vasudhārādhāraṇī,,,Vasudhārādhāraṇī,"Vasudhāraṇī,Vasudhārādhāraṇīsūtra",https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01355,palm_leaf,,,1000132,Nepāl.,rañjanā,san,"4,8","24,7","2,2","2,2"
MS-OR-00140,"Illuminated covers of an Aṣṭasāhasrikā Prajñāpāramitā manuscript, probably from the 12th century.","Illuminated covers of an Aṣṭasāhasrikā Prajñāpāramitā manuscript, probably from the 12th century.",Aṣṭasāhasrikā Prajñāpāramitā,K12,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00140,palm_leaf,,,1000132,Nepal.,,san,,,,
MS-ADD-01662,"The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī, and Mahāśītavatī. The earliest evidence for texts grouped together as the ""Five Great Dhāraṇīs"" comes from Tibetan catalogues around 800 CE, but this compendium is somewhat different from the surviving Sanskrit collection, which is preserved in manuscripts dating back to the eleventh century. These scriptures include spells, enumerations of benefits and ritual instructions for use. With the course of time all of them became deified and five related goddesses emerged. It is, however, important to note that the texts themselves do not have any references to these goddesses. This ancient palm leaf manuscript can be dated to approximately the 13th century CE. The last two folios are later supplies, still in palm leaf, dated to 1619 CE. Both wood covers are original and finely decorated with representations of the Buddhas and the goddesses of protection, which are now unfortunately badly damaged."," The Pañcarakṣā corpus (""Five Protections"") consists of the Mahāpratisarā, Mahāmāyūrī, Mahāsāhasrapramardanī, Mahāmantrānusāriṇī,",Pañcarakṣā,T1946,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01662,palm_leaf,1201,1300,1000132,Nepāl.,,san,"4,8",30,,
MS-OR-01814-00003,"A modern, illuminated Nepalese paper manuscript of the Aparimitāyurdhāraṇīsūtra, a popular text containig the spell of Aparimitāyus. It is taught by the Buddha to Mañjuśrī in Śrāvastī. Those who recite, copy or worship this text are granted longevity and will be reborn in Aparimitāyus’ buddha-field."," A modern, illuminated Nepalese paper manuscript of the Aparimitāyurdhāraṇīsūtra, a popular text containig the spell of Aparimitāyus.",Aparimitāyurdhāraṇīsūtra,,,Aparimitāyurdhāraṇīsūtra,"Aparimitāyurdhāraṇīmahāyānasūtraratnarāja,Aparimitāyurnāmadhāraṇīmahāyānasūtra,Aparimitāyurnāmadhāraṇī",https://cudl.lib.cam.ac.uk/iiif/MS-OR-01814-00003,paper,,,1000132,Nepāl.,nepālākṣarā,san,"7,2","18,3","4,5",14
MS-ADD-02190,A palm-leaf manuscript of the Aṣṭasāhasrikā Prajñāpāramitā.,A palm-leaf manuscript of the Aṣṭasāhasrikā Prajñāpāramitā.,Aṣṭasāhasrikā Prajñāpāramitā,K12,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-02190,palm_leaf,,,,,nepālākṣarā,san,6,41,,
MS-ADD-01680-00002-00001,"The Avadānaśataka is an ancient collection of Buddhist legends, its first redaction dating to the first centuries of the CE. It was translated into Chinese and Tibetan during the first millennium CE, gaining large popularity across Asia. This Nepalese incomplete palm-leaf manuscript contains the beginning of the Dharmapālāvadāna, the thirty-third story in the collection. These two folios are part of a bundle of nine folios possibly from four different manuscripts, containing parts of five stories from the Avadānaśataka. They were used by Speyer for his edition of the Avadānaśataka and were given the siglum F."," The Avadānaśataka is an ancient collection of Buddhist legends, its first redaction dating to the first centuries of the",Avadānaśataka,,,Avadānaśataka,Śatakāvadāna,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01680-00002-00001,corypha_palm_leaf,1301,1500,1000132,Nepal.,nepālākṣarā,san,5,32,,
MS-ADD-01706-00003-00004,"A palm-leaf manuscript of the Buddhapratimālakṣaṇa, Buddhapratimālakṣaṇavivaraṇa.","A palm-leaf manuscript of the Buddhapratimālakṣaṇa, Buddhapratimālakṣaṇavivaraṇa.","Buddhapratimālakṣaṇa, Buddhapratimālakṣaṇavivaraṇa",,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01706-00003-00004,palm_leaf,,,,,nepālākṣarā,san,5,20,,
MS-ADD-01708-00001,A palm-leaf manuscript of the Nāmasaṅgītiṭikā.,A palm-leaf manuscript of the Nāmasaṅgītiṭikā.,Nāmasaṅgītiṭikā,,W22003,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01708-00001,palm_leaf,,,,,nepālākṣarā,san,5,31,,
MS-ADD-00875,"A fundamental and very popular sūtra on various topics of mahāyāna Buddhism (philosophy, medicine, legends, dhāraṇīs etc.), dating to no later than the early 5th century CE. In Nepal it is considered to be one of the nine dharmas. According to the colophon, this manuscript was written in the late 18th century in Kathmandu during the reign of Raṇa Bahādur Shah (1775–1805), and commissioned by a certain Dhālasika as an object of worship."," A fundamental and very popular sūtra on various topics of mahāyāna Buddhism (philosophy, medicine, legends, dhāraṇīs etc.),",Suvarṇaprabhāsottamasūtra,,,Suvarṇaprabhāsottamasūtra,"Suvarṇaprabhāsottamasūtrendrarāja,Suvarṇabhāsottamasūtra,Suvarṇaprabhāsa",https://cudl.lib.cam.ac.uk/iiif/MS-ADD-00875,nep_multi_layered_paper,,,1000132,Nepal,pāla,san,,,,29
MS-OR-00721,A palm-leaf manuscript containing a ritual text.,A palm-leaf manuscript containing a ritual text.,Pūjāvidhi,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-OR-00721,palm_leaf,,,1000132,Nepal.,nepālākṣarā,san,,,,
MS-ADD-01469,A paper manuscript of the Madhyamasvayambhūpurāṇa with Newari Translation.,A paper manuscript of the Madhyamasvayambhūpurāṇa with Newari Translation.,Madhyamasvayambhūpurāṇa with Newari Translation@en,,,Madhyamasvayambhūpurāṇa,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01469,paper,1801,1900,1000132,Nepal.,nepālākṣarā,san,18,35,,
MS-OR-00153,"An old palm-leaf manuscript (13th century) of the Aparimitāyurdhāraṇīsūtra, a popular text containig the spell of Aparimitāyus. It is taught by the Buddha to Mañjuśrī in Śrāvastī. Those who recite, copy or worship this text are granted longevity and will be reborn in Aparimitāyus’ buddha-field."," An old palm-leaf manuscript (13th century) of the Aparimitāyurdhāraṇīsūtra, a popular text containig the spell of Aparimitāyus.",Aparimitāyurdhāraṇīsūtra,,,Aparimitāyurdhāraṇīsūtra,"Aparimitāyurdhāraṇīmahāyānasūtraratnarāja,Aparimitāyurnāmadhāraṇīmahāyānasūtra,Aparimitāyurnāmadhāraṇī",https://cudl.lib.cam.ac.uk/iiif/MS-OR-00153,palm_leaf,,,1000132,Nepal.,,san,,,,
MS-ADD-01708-00003,A palm-leaf manuscript of an Unidentified Buddhist Tantra.,A palm-leaf manuscript of an Unidentified Buddhist Tantra.,Unidentified Buddhist Tantra@en,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01708-00003,palm_leaf,,,,,nepālākṣarā,san,5,31,,
MS-ADD-01585,"A paper manuscript of the Sumāgadhāvadāna, Daśakuśala.","A paper manuscript of the Sumāgadhāvadāna, Daśakuśala.","Sumāgadhāvadāna, Daśakuśala",,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01585,paper,,,,,nepālākṣarā,san,9,37,,
MS-ADD-01706-00009,A palm-leaf manuscript of the Śambarapañjikā.,A palm-leaf manuscript of the Śambarapañjikā.,Śambarapañjikā,,,,,https://cudl.lib.cam.ac.uk/iiif/MS-ADD-01706-00009,palm_leaf,,,,,nepālākṣarā,san,,,,
