level,id,link,notBefore,notAfter,lang,script,userrestriction,,title,originalsloc,scopecontent0,scopecontent1
file,EAP105/2/1/73,https://eap.bl.uk/archive-file/EAP105-2-1-73,1100,1940,tib,Tibt,Access is for research purposes only.,,stag tshang gter ston rdo rje phur pa'i dam can mchod bskul dug mda' nag po,The original records are kept at Ogyen Choling.,Author: Ratna gling pa.,Subject: Ritual.
file,EAP105/2/1/74,https://eap.bl.uk/archive-file/EAP105-2-1-74,1100,1940,tib,Tibt,Access is for research purposes only.,,brgyud 'debs stag tshang rdo rje phur pa rtsa sgrub kyi 'phrin las chog khrigs rig 'dzin zhal lung,The original records are kept at Ogyen Choling.,Author: Ra ston smyon pa.,Subject: Ritual.
file,EAP105/2/1/75,https://eap.bl.uk/archive-file/EAP105-2-1-75,1100,1940,tib,Tibt,Access is for research purposes only.,,phur pa rgyud lugs las bzhi ba'i sbyin sreg bdud rtsi'i thigs pa,The original records are kept at Ogyen Choling.,Author: Ra ston smyon pa.,Subject: Ritual.
file,EAP105/2/1/76,https://eap.bl.uk/archive-file/EAP105-2-1-76,1100,1940,tib,Tibt,Access is for research purposes only.,,bla ma drag po ki la ya dang sgol dkar yid bzhin 'khor lo'i sgo nas sdig sgrib sbyong bar ched du mngags pa'i hom mchod bya tshul myur lam rab gsal,The original records are kept at Ogyen Choling.,Author: Ra ston smyon pa.,Subject: Ritual.
file,EAP105/2/1/77,https://eap.bl.uk/archive-file/EAP105-2-1-77,1100,1940,tib,Tibt,Access is for research purposes only.,,zab chos mun sel sgron me'i sbyin sreg bde chen rab 'bar,The original records are kept at Ogyen Choling.,Subject: Homa.,"Manuscript print no.; number of folios, sections: MS 1a-7a."
file,EAP105/2/1/78,https://eap.bl.uk/archive-file/EAP105-2-1-78,1100,1940,tib,Tibt,Access is for research purposes only.,,rtsa gsum zhi khro dngos grub grub kun 'dus kyi dam skongs don sprugs 'khrugs sdebs bklags chog tu bkod pa,The original records are kept at Ogyen Choling.,Subject: Homa.,"Manuscript print no.; number of folios, sections: MS 1a-4b."
file,EAP105/2/1/79,https://eap.bl.uk/archive-file/EAP105-2-1-79,1100,1940,tib,Tibt,Access is for research purposes only.,,'chi med klong gsal rdo rje'i srog sgrub las/ 'chi bslu rdo rje'i srog skyed kyi ngag 'don 'khrugs chags su sdebs pa snying po'i dgongs bcud,The original records are kept at Ogyen Choling.,Subject: Homa.,"Manuscript print no.; number of folios, sections: MS 1a-11a."
file,EAP105/2/1/8,https://eap.bl.uk/archive-file/EAP105-2-1-8,1100,1940,tib,Tibt,Access is for research purposes only.,,Mkha’ ’gro gtso mo ye shes mtsho rgyal gyi rnam thar,The original records are kept at Ogyen Choling.,Subject: Hagiography.,
file,EAP105/2/1/80,https://eap.bl.uk/archive-file/EAP105-2-1-80,1100,1940,tib,Tibt,Access is for research purposes only.,,klong gsal rdo rje'i srog sgrub kyi tshe yi dbang bskur zab mo 'chi bdag g-yul las rgyal ba'i dge mtshan,The original records are kept at Ogyen Choling.,Author: Skye grong smyon pa.,Subject: Ritual.
file,EAP105/2/1/81,https://eap.bl.uk/archive-file/EAP105-2-1-81,1100,1940,tib,Tibt,Access is for research purposes only.,,'chi med klong gsal rdo rje'i srog sgrub las/ chu gto brgya rtsa'i rim pa 'dod yon kun 'byung (gter ma),The original records are kept at Ogyen Choling.,Author: Rig 'dzin 'phrin las.,Subject: Ritual.
file,EAP105/2/1/82,https://eap.bl.uk/archive-file/EAP105-2-1-82,1100,1940,tib,Tibt,Access is for research purposes only.,,'chi med klong gsal rdo rje'i srog sgrub las/ bsnyen sgrub kyi yi ge zab mo'i don la bde blag tu 'jug pa,The original records are kept at Ogyen Choling.,Subject: Ritual.,"Manuscript print no.; number of folios, sections: MS 1a-10a."
file,EAP105/2/1/83,https://eap.bl.uk/archive-file/EAP105-2-1-83,1100,1940,tib,Tibt,Access is for research purposes only.,,'chi med klong gsal rdo rje'i srog sgrub las/ sgrub pa'i sbyin sreg 'chi med snang ba,The original records are kept at Ogyen Choling.,Author: Gar dbang las rab rtsal.,Subject: Ritual.
file,EAP105/2/1/84,https://eap.bl.uk/archive-file/EAP105-2-1-84,1100,1940,tib,Tibt,Access is for research purposes only.,,tshe khrid rdo rje 'phreng ba las/ tshe'i las byang dgos 'dod kun 'byung (gter ma),The original records are kept at Ogyen Choling.,Author: Blo bzang bstan 'dzin ye shes.,Subject: Ritual.
file,EAP105/2/1/85,https://eap.bl.uk/archive-file/EAP105-2-1-85,1100,1940,tib,Tibt,Access is for research purposes only.,,tshe sgrub rdo rje phreng ba'i gsol 'debs dang las byang dgos 'dod kun 'byung,The original records are kept at Ogyen Choling.,Author: Blo bzang bstan 'dzin ye shes.,Subject: Ritual.
file,EAP105/2/1/86,https://eap.bl.uk/archive-file/EAP105-2-1-86,1100,1940,tib,Tibt,Access is for research purposes only.,,kun bzang dgongs pa kun 'dus las/ rig pa'i rtsal dbang 'khor 'das dbyer med,The original records are kept at Ogyen Choling.,Author: Padma gling pa.,Subject: Ritual.
file,EAP105/2/1/87,https://eap.bl.uk/archive-file/EAP105-2-1-87,1100,1940,tib,Tibt,Access is for research purposes only.,,bla ma'i thugs sgrub yon tan kun 'byung las/ srung zlog byad ma rang shed,The original records are kept at Ogyen Choling.,Author: Dhaji.,Subject: Ritual.
file,EAP105/2/1/88,https://eap.bl.uk/archive-file/EAP105-2-1-88,1100,1940,tib,Tibt,Access is for research purposes only.,,ra lo tsa sgrub thabs zlog 'khor srung 'khor,The original records are kept at Ogyen Choling.,Subject: Ritual.,"Manuscript print no.; number of folios, sections: MS 1a-8a."
file,EAP105/2/1/89,https://eap.bl.uk/archive-file/EAP105-2-1-89,1100,1940,tib,Tibt,Access is for research purposes only.,,gsol 'debs le'u bdun ma,The original records are kept at Ogyen Choling.,Subject: Ritual.,"Manuscript print no.; number of folios, sections: MS 1a-3b."
file,EAP105/2/1/9,https://eap.bl.uk/archive-file/EAP105-2-1-9,1100,1940,tib,Tibt,Access is for research purposes only.,,Thusg rje chen po ngan song kun skyob kyi lo rgys zhus lan,The original records are kept at Ogyen Choling.,Author: Padma gling pa.,Subject: Account of the Thusg rje chen po ngan song kun skyob cycle.
file,EAP105/2/1/90,https://eap.bl.uk/archive-file/EAP105-2-1-90,1100,1940,tib,Tibt,Access is for research purposes only.,,khrag 'thung padma drag po'i gtor ma'i las rim dgra bgegs kun 'joms,The original records are kept at Ogyen Choling.,Subject: Ritual.,"Manuscript print no.; number of folios, sections: MS 1a-5b."
file,EAP105/2/1/91,https://eap.bl.uk/archive-file/EAP105-2-1-91,1100,1940,tib,Tibt,Access is for research purposes only.,,klong chen snying gi thig le'i gtor ma'i dpe ris,The original records are kept at Ogyen Choling.,Subject: prayer.,"Manuscript print no.; number of folios, sections: MS 1a-40a."
file,EAP105/2/1/92,https://eap.bl.uk/archive-file/EAP105-2-1-92,1100,1940,tib,Tibt,Access is for research purposes only.,,thar pa chen po phyogs su rgyas pa'i mdo'i cho ga man ngag ltar bkod pa nyes pa'i gdung sel,The original records are kept at Ogyen Choling.,Margin title: smad las.,"Author: 'Gyur med rdo rje (Gter bdag gling p, gter ston)."
file,EAP105/2/1/93,https://eap.bl.uk/archive-file/EAP105-2-1-93,1100,1940,tib,Tibt,Access is for research purposes only.,,grub thob o rgyan pa nas rgyud pa'i grib sel,The original records are kept at Ogyen Choling.,Subject: Model of the gto ma according to the ritual cycle of Klong chen snying gi thig le.,"Manuscript print no.; number of folios, sections: MS 1a-3a."
file,EAP105/2/1/94,https://eap.bl.uk/archive-file/EAP105-2-1-94,1100,1940,tib,Tibt,Access is for research purposes only.,,nyams grib bsel mdzad mkha' 'gro'i grib sel,The original records are kept at Ogyen Choling.,Margin title: thar chog.,Author: Karma ngag dbang yon tan rgya mtsho.
file,EAP105/2/1/95,https://eap.bl.uk/archive-file/EAP105-2-1-95,1100,1940,tib,Tibt,Access is for research purposes only.,,khro bo rme brtsegs kyi khrus gsol,The original records are kept at Ogyen Choling.,Margin title: thar chog.,Author: Karma ngag dbang yon tan rgya mtsho.
file,EAP105/2/1/96,https://eap.bl.uk/archive-file/EAP105-2-1-96,1100,1940,tib,Tibt,Access is for research purposes only.,,o rgyan padmas mdzad pa'i byang gter gyi bsang chung byin rlabs can,The original records are kept at Ogyen Choling.,Subject: Ritual.,"Manuscript print no.; number of folios, sections: MS 1a-2a."
file,EAP105/2/1/97,https://eap.bl.uk/archive-file/EAP105-2-1-97,1100,1940,tib,Tibt,Access is for research purposes only.,,byad 'grol gser gyi lde mig gi lag len gsal byed byad bzhi nag po 'gro shes su bkod pa klags pas don 'grub,The original records are kept at Ogyen Choling.,Subject: Ritual.,"Manuscript print no.; number of folios, sections: MS 1a-15a."
file,EAP105/2/1/98,https://eap.bl.uk/archive-file/EAP105-2-1-98,1100,1940,tib,Tibt,Access is for research purposes only.,,Byad 'grol,The original records are kept at Ogyen Choling.,Subject: Ritual.,"Manuscript print no.; number of folios, sections: MS 1a-9a."
file,EAP105/2/1/99,https://eap.bl.uk/archive-file/EAP105-2-1-99,1100,1940,tib,Tibt,Access is for research purposes only.,,dbang chen rta mgrin gsang sgrub,The original records are kept at Ogyen Choling.,Author: O rgyan padma.,Subject: Ritual.
series,EAP105/2/2,https://eap.bl.uk/collection/EAP105-2-2,1100,1940,tib,Tibt,Access is for research purposes only.,,Sakya pa tradition,The original records are kept at Ogyen Choling.,,
file,EAP105/2/2/1,https://eap.bl.uk/archive-file/EAP105-2-2-1,1100,1940,tib,Tibt,Access is for research purposes only.,,Legs par bshad pa'i rin po che'i gter,The original records are kept at Ogyen Choling.,Author: kun dga' rgyal mtshan (Sa pan).,Subject: Sayings.
file,EAP105/2/2/2,https://eap.bl.uk/archive-file/EAP105-2-2-2,1100,1940,tib,Tibt,Access is for research purposes only.,,dpal ldan sa skya ba'i mchog sgrub pa'i gser chos mkha' spyod bskor gsum,The original records are kept at Ogyen Choling.,Subject: Meditation.,"Manuscript print no.; number of folios, sections: MS Sections: Ka-A, Ki, Ku, Ke, Ko, Ci, Cu, Ce, Co....U."
file,EAP105/2/2/3,https://eap.bl.uk/archive-file/EAP105-2-2-3,1100,1940,tib,Tibt,Access is for research purposes only.,,bshes pa'i spring yig gi 'grel ba don gsal,The original records are kept at Ogyen Choling.,Author: gzhon nu blo gsal.,Subject: Didactic communication.
series,EAP105/2/3,https://eap.bl.uk/collection/EAP105-2-3,1100,1940,tib,Tibt,Access is for research purposes only.,,bKa’ brgyud pa tradition,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/1,https://eap.bl.uk/archive-file/EAP105-2-3-1,1100,1940,tib,Tibt,Access is for research purposes only.,,dpal bzhad pa rdo rje'i zhal gdams,The original records are kept at Ogyen Choling.,Author: Mi la ras pa.,Subject: Didactic songs.
file,EAP105/2/3/10,https://eap.bl.uk/archive-file/EAP105-2-3-10,1100,1940,tib,Tibt,Access is for research purposes only.,,sngags kyi klog thabs bsdus pa'i ti ka mthong ba don gsal,The original records are kept at Ogyen Choling.,Author: Samghasri.,Subject: Method for reading dhanani correctly.
file,EAP105/2/3/11,https://eap.bl.uk/archive-file/EAP105-2-3-11,1100,1940,tib,Tibt,Access is for research purposes only.,,snang mdzad snyan brgyud las/ bde mchog bong zhal can gyi zhal shes skor,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/12,https://eap.bl.uk/archive-file/EAP105-2-3-12,1100,1940,tib,Tibt,Access is for research purposes only.,,gsang ‘dus sgrub thabs dben sa snyan brgyud kyi man ngag ltar nyams su len tshul dngos grub kun byung,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/13,https://eap.bl.uk/archive-file/EAP105-2-3-13,1100,1940,tib,Tibt,Access is for research purposes only.,,nges don thun mong ma yin pa’i gsol ‘debs shin tu zab pa bsam ‘phel dbang gi rgyal po,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/14,https://eap.bl.uk/archive-file/EAP105-2-3-14,1100,1940,tib,Tibt,Access is for research purposes only.,,nges don thun mong ma yin pa’i gsol ‘debs shin tu zab pa bsam ‘phel dbang gi rgyal po,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/15,https://eap.bl.uk/archive-file/EAP105-2-3-15,1100,1940,tib,Tibt,Access is for research purposes only.,,bde chog bong zhal snyan brgyud las/ thun mong sngon ‘gro’i chos spyod sku gsum bgrod pa’i them skas,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/16,https://eap.bl.uk/archive-file/EAP105-2-3-16,1100,1940,tib,Tibt,Access is for research purposes only.,,bde chog bong zhal snyan brgyud las/ thun mong sngon ‘gro’i chos spyod sku gsum bgrod pa’i them skas,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/17,https://eap.bl.uk/archive-file/EAP105-2-3-17,1100,1940,tib,Tibt,Access is for research purposes only.,,bde chog bong zhal snyan brgyud las/ thun mong sngon ‘gro’i chos spyod sku gsum bgrod pa’i them skas,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/18,https://eap.bl.uk/archive-file/EAP105-2-3-18,1100,1940,tib,Tibt,Access is for research purposes only.,,bde chog bong zhal snyan brgyud las/ thun mong sngon ‘gro’i chos spyod sku gsum bgrod pa’i them skas,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/19,https://eap.bl.uk/archive-file/EAP105-2-3-19,1100,1940,tib,Tibt,Access is for research purposes only.,,zhal bzang blta ba’i smon lam,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/2,https://eap.bl.uk/archive-file/EAP105-2-3-2,1100,1940,tib,Tibt,Access is for research purposes only.,,dkar chag chen mo rnam thar bka' rgya ma,The original records are kept at Ogyen Choling.,Author: Zhang g.yu brag pa 'Gro ba'i mgong po.,Subject: Writings of Zhang g.yu brag pa 'Gro ba'i mgong po.
file,EAP105/2/3/20,https://eap.bl.uk/archive-file/EAP105-2-3-20,1100,1940,tib,Tibt,Access is for research purposes only.,,mkha’ spyod ma’i smon lam,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/21,https://eap.bl.uk/archive-file/EAP105-2-3-21,1100,1940,tib,Tibt,Access is for research purposes only.,,rje btsun mai tri pa’i lugs kyi bde mchog snyan brgyud las/ ‘pho khrid snying gi nor bu,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/22,https://eap.bl.uk/archive-file/EAP105-2-3-22,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog bong zhal snyan brgyud las/ yab bka’i las byang lha chen gyi sgrub thabs/ smon lam sogs,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/23,https://eap.bl.uk/archive-file/EAP105-2-3-23,1100,1940,tib,Tibt,Access is for research purposes only.,,rgyo ‘dod skyes bu’i gdung sel,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/24,https://eap.bl.uk/archive-file/EAP105-2-3-24,1100,1940,tib,Tibt,Access is for research purposes only.,,bde chog bong zhal snyan brgyud kyi sngon ‘gro’i khrid yig sku gsum rgyal ba’i gzhal med khang,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/25,https://eap.bl.uk/archive-file/EAP105-2-3-25,1100,1940,tib,Tibt,Access is for research purposes only.,,maha dhe ba’i sgrub thabs shin tu zab pa,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/26,https://eap.bl.uk/archive-file/EAP105-2-3-26,1100,1940,tib,Tibt,Access is for research purposes only.,,snyan brgyud kyi gdams pa rlung bcu’i bgegs sel,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/27,https://eap.bl.uk/archive-file/EAP105-2-3-27,1100,1940,tib,Tibt,Access is for research purposes only.,,snying po don gsum gyi pho ba’i gsol ‘debs,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/28,https://eap.bl.uk/archive-file/EAP105-2-3-28,1100,1940,tib,Tibt,Access is for research purposes only.,,mi tra dzo ki’i snyan brgyud snying po don gsum las ‘pho ba’i ‘od lam bgrod pa,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/29,https://eap.bl.uk/archive-file/EAP105-2-3-29,1100,1940,tib,Tibt,Access is for research purposes only.,,dben as snyang brgyud las/ bza’ ba tshogs kyi ‘khor lo,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/3,https://eap.bl.uk/archive-file/EAP105-2-3-3,1100,1940,tib,Tibt,Access is for research purposes only.,,byang chub sems dpa'i spyod pa la 'jug pa zhes bya ba'i mchan 'grel,The original records are kept at Ogyen Choling.,Margin title: spyod 'jug.,Author: Gzhan phan byams pa'i go cha.
file,EAP105/2/3/30,https://eap.bl.uk/archive-file/EAP105-2-3-30,1100,1940,tib,Tibt,Access is for research purposes only.,,rdor dril byin rlabs/ bgegs gtor/ bshags pa/ byin ‘bebs bcas bzhugs,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/31,https://eap.bl.uk/archive-file/EAP105-2-3-31,1100,1940,tib,Tibt,Access is for research purposes only.,,snyan brgyud spyi’i mchod sprin lag thogs tsam bkod pa yid bzhin ’dod ’jo,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/32,https://eap.bl.uk/archive-file/EAP105-2-3-32,1100,1940,tib,Tibt,Access is for research purposes only.,,dpal ‘khor lo sdom pa’i tshogs mchod mdor bsdus bde chen dpal ster,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/33,https://eap.bl.uk/archive-file/EAP105-2-3-33,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog gi mngon rtogs kyer bde kun phan,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/34,https://eap.bl.uk/archive-file/EAP105-2-3-34,1100,1940,tib,Tibt,Access is for research purposes only.,,snang mdzad snyan brgyud las/ yum bka’ gsang ba’i dr’akki’i skor lha chen gyi sgrub thabs srid gsum zil gnon,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/35,https://eap.bl.uk/archive-file/EAP105-2-3-35,1100,1940,tib,Tibt,Access is for research purposes only.,,lha chen dbang phyug gi sgrub thabs nyung bsdus,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/36,https://eap.bl.uk/archive-file/EAP105-2-3-36,1100,1940,tib,Tibt,Access is for research purposes only.,,mahaishvari’i mchod sprin rlung zhags ‘khyil ba dang tshogs gser skyems bcas,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/37,https://eap.bl.uk/archive-file/EAP105-2-3-37,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog bong zhal snyan brgyud las/ rdzogs rim zab rgya bcu gcig rdo rje’e tshigs rkang,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/38,https://eap.bl.uk/archive-file/EAP105-2-3-38,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog bong zhal snyan brgyud las/ tshe sgrub zab mo’i sgrub thabs,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/39,https://eap.bl.uk/archive-file/EAP105-2-3-39,1100,1940,tib,Tibt,Access is for research purposes only.,,dbe mchog bong zhal snyan brgyud las / zab rgya bcu gcig rdo rje tshig rkang,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/4,https://eap.bl.uk/archive-file/EAP105-2-3-4,1100,1940,tib,Tibt,Access is for research purposes only.,,bshes pa'i 'phrin yig gi tika,The original records are kept at Ogyen Choling.,Author: rGyal thabs kun las rnam rgyal.,Subject: Commentary on ??.
file,EAP105/2/3/40,https://eap.bl.uk/archive-file/EAP105-2-3-40,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog bong zhal snyan brgyud las/ sngon ‘gro’i khrid yig zin bris sku gsum bgrod pa’i thems skas,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/41,https://eap.bl.uk/archive-file/EAP105-2-3-41,1100,1940,tib,Tibt,Access is for research purposes only.,,yum bka’ gsang ba dr’akki las/ tshogs mchod bde stong sprin phung,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/42,https://eap.bl.uk/archive-file/EAP105-2-3-42,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog bong zhal dkar po la brten pa’i tshe sgrub rgyun khyer,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/43,https://eap.bl.uk/archive-file/EAP105-2-3-43,1100,1940,tib,Tibt,Access is for research purposes only.,,dben sa snyan brgyud las/ bong zhal can gyi tshe sgrub thun mong ma yin pa’i zhal shes,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/44,https://eap.bl.uk/archive-file/EAP105-2-3-44,1100,1940,tib,Tibt,Access is for research purposes only.,,‘pho ba’i gsol ‘debs bla brgyud bcas pa,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/45,https://eap.bl.uk/archive-file/EAP105-2-3-45,1100,1940,tib,Tibt,Access is for research purposes only.,,bram ze chen po sa ra ha’i bde stong phyag rgya chen po’i bzhed tshul rgyud grub chen gyi dgongs pa ma nor ba gsal bar ston pa blta ba’i rgyal po,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/46,https://eap.bl.uk/archive-file/EAP105-2-3-46,1100,1940,tib,Tibt,Access is for research purposes only.,,kyee rdor lhan skyes kyi sgrub thabs ‘khrul spong snying po,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/47,https://eap.bl.uk/archive-file/EAP105-2-3-47,1100,1940,tib,Tibt,Access is for research purposes only.,,gsang ‘dus sgrub thabs dben sa snyan brgyud kyi man ngag ltar nyanms su len tshul dngos grub kun byung,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/48,https://eap.bl.uk/archive-file/EAP105-2-3-48,1100,1940,tib,Tibt,Access is for research purposes only.,,do ha’i don bdus,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/49,https://eap.bl.uk/archive-file/EAP105-2-3-49,1100,1940,tib,Tibt,Access is for research purposes only.,,‘jam dbyangs snyang brgyud skor,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/5,https://eap.bl.uk/archive-file/EAP105-2-3-5,1100,1940,tib,Tibt,Access is for research purposes only.,,phyag rgya chen po'i khrig yig chen mo gnyug ma'i de nyid gsal ba,The original records are kept at Ogyen Choling.,Author: Sgam po pa.,Subject: Mahamudra.
file,EAP105/2/3/50,https://eap.bl.uk/archive-file/EAP105-2-3-50,1100,1940,tib,Tibt,Access is for research purposes only.,,zab chos dgongs pa gcig ‘dus las/ lus dben sku yi rdo rje,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/51,https://eap.bl.uk/archive-file/EAP105-2-3-51,1100,1940,tib,Tibt,Access is for research purposes only.,,bong zhal snyan brgyud las/ sgrub thabs gser gyi phreng ba,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/52,https://eap.bl.uk/archive-file/EAP105-2-3-52,1100,1940,tib,Tibt,Access is for research purposes only.,,yum bka’ gsang ba dr’akki ma’i bskyed rdzogs kyi khrid yig man ngag snye ma,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/53,https://eap.bl.uk/archive-file/EAP105-2-3-53,1100,1940,tib,Tibt,Access is for research purposes only.,,bong zhal snyan brgyud kyi skyabs ‘gro phyi nang gsang gsum gyi man ngag gi gnad rnam par dbye ba’i khrid yig phan bde’i chu rgyun,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/54,https://eap.bl.uk/archive-file/EAP105-2-3-54,1100,1940,tib,Tibt,Access is for research purposes only.,,zab bcud bdud rtsi’i bum bzang nges don snying po,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/55,https://eap.bl.uk/archive-file/EAP105-2-3-55,1100,1940,tib,Tibt,Access is for research purposes only.,,bde skyong mkha’ ‘gro’i dam tshig gi gnad rnam par phye ba rdo rje’i rgyud mang,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/56,https://eap.bl.uk/archive-file/EAP105-2-3-56,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog bong zhal snyan brgyud kyi sngon ‘gro’i zhal shes mkha’ ‘gro’i zhal lung,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/57,https://eap.bl.uk/archive-file/EAP105-2-3-57,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog bong zhal snyan brgyud kyi sngon ‘gro’i zhal shes mkha’ ‘gro’i zhal lung,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/58,https://eap.bl.uk/archive-file/EAP105-2-3-58,1100,1940,tib,Tibt,Access is for research purposes only.,,gsol kha/ smon lam/ bskang ba sogs chos srung rigs kyi sgrub thabs,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/59,https://eap.bl.uk/archive-file/EAP105-2-3-59,1100,1940,tib,Tibt,Access is for research purposes only.,,phyag rdor sgrub thabs,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/6,https://eap.bl.uk/archive-file/EAP105-2-3-6,1100,1940,tib,Tibt,Access is for research purposes only.,,bla ma drag po ki la'i bsnyen thabs kyi man ngag lag len nag 'gros su bkod pa,The original records are kept at Ogyen Choling.,Author: Kun dga' mi 'gyur rdo rje.,Subject: Ritual.
file,EAP105/2/3/60,https://eap.bl.uk/archive-file/EAP105-2-3-60,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog sngon ‘gro rgyas pa,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/61,https://eap.bl.uk/archive-file/EAP105-2-3-61,1100,1940,tib,Tibt,Access is for research purposes only.,,sngon ‘gro’i mchod pa’i byin rlabs,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/62,https://eap.bl.uk/archive-file/EAP105-2-3-62,1100,1940,tib,Tibt,Access is for research purposes only.,,snyan brgyud bka’ rnam kyi bskang ‘phrin mdor bsdus,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/63,https://eap.bl.uk/archive-file/EAP105-2-3-63,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog bong zhal las/ re ma ti’i sgrub thabs,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/64,https://eap.bl.uk/archive-file/EAP105-2-3-64,1100,1940,tib,Tibt,Access is for research purposes only.,,dpal gsang bdag phyag rdor gyi dug sbyong khrus gsol,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/65,https://eap.bl.uk/archive-file/EAP105-2-3-65,1100,1940,tib,Tibt,Access is for research purposes only.,,bcom ldan bong zhal can gyi zab khrid mkha’ ‘gro’i zhal lung h’ung bam rdo je’i zab khrid,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/66,https://eap.bl.uk/archive-file/EAP105-2-3-66,1100,1940,tib,Tibt,Access is for research purposes only.,,zab mo snyan brgyud las/ dpal he ru ka boang zhal can gyi dbang bskur,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/67,https://eap.bl.uk/archive-file/EAP105-2-3-67,1100,1940,tib,Tibt,Access is for research purposes only.,,snyan brgyud sprul pa’i glegs bam las/ snyang brgyud bka’ srung rnam la gser skyems,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/68,https://eap.bl.uk/archive-file/EAP105-2-3-68,1100,1940,tib,Tibt,Access is for research purposes only.,,bde mchog bong zhal snyan brgyud las/ sngon ‘gro’i khrid kyi zin bris lam tsam bkod pa yongs ‘du’i snye ma,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/69,https://eap.bl.uk/archive-file/EAP105-2-3-69,1100,1940,tib,Tibt,Access is for research purposes only.,,snang mdzad snyan brgyud las/ bde mchog bong zhal can gyi sgrub thabs gser phreng las dmigs gnad zab mo zhal shes shin tu zab pa,The original records are kept at Ogyen Choling.,,
file,EAP105/2/3/7,https://eap.bl.uk/archive-file/EAP105-2-3-7,1100,1940,tib,Tibt,Access is for research purposes only.,,mdo rgyud man ngag kun gyi dgongs pa'i don gsal bar byed pa'i sgron me,The original records are kept at Ogyen Choling.,Subject: Buddhism.,"Manuscript print no.; number of folios, sections: MS1a-35a."
